uid,x,y
2282,498.0,88.0
2119,487.0,115.0
2657,487.0,120.0
2114,498.0,110.0
2492,377.0,129.0
2658,480.0,118.0
2659,428.0,90.0
2660,340.0,414.0
1651,338.0,413.0
2118,470.0,110.0
2476,468.0,110.0
1857,490.0,118.0
2661,455.0,73.0
2483,492.0,118.0
2662,356.0,410.0
2663,484.0,109.0
2664,409.0,106.0
2277,70.0,124.0
2302,512.0,94.0
2321,99.0,181.0
2105,444.0,358.0
2665,511.0,97.0
744,444.0,354.0
2666,482.0,104.0
2667,472.0,78.0
2473,456.0,104.0
1856,452.0,346.0
2668,448.0,346.0
1633,451.0,341.0
2669,73.0,125.0
2670,509.0,103.0
2671,464.0,322.0
2502,507.0,103.0
2672,462.0,322.0
1631,436.0,296.0
2135,134.0,200.0
2524,379.0,129.0
2673,381.0,129.0
2270,419.0,252.0
2311,431.0,97.0
2674,520.0,100.0
2675,455.0,99.0
2307,469.0,199.0
2125,443.0,99.0
2676,441.0,99.0
1949,408.0,102.0
1917,322.0,162.0
2677,480.0,98.0
2470,518.0,100.0
2469,458.0,213.0
2505,513.0,97.0
2121,456.0,213.0
2678,423.0,253.0
2472,429.0,97.0
1643,427.0,97.0
1858,75.0,125.0
2679,473.0,81.0
2680,465.0,211.0
2503,448.0,82.0
2481,472.0,199.0
2496,96.0,179.0
2681,486.0,86.0
2682,432.0,94.0
2295,427.0,94.0
2468,439.0,87.0
2683,453.0,93.0
2478,502.0,92.0
2684,500.0,92.0
1848,93.0,176.0
2685,460.0,76.0
1900,458.0,76.0
2339,320.0,162.0
1635,80.0,123.0
2268,137.0,199.0
2686,478.0,98.0
2500,446.0,340.0
1018,484.0,116.0
1907,522.0,100.0
2687,453.0,87.0
2458,467.0,211.0
2498,516.0,94.0
2688,470.0,78.0
2689,482.0,118.0
1868,472.0,206.0
2690,418.0,94.0
2691,518.0,98.0
2482,484.0,118.0
2692,451.0,87.0
2510,417.0,96.0
2693,482.0,116.0
2694,461.0,82.0
2695,470.0,104.0
2696,99.0,134.0
2697,482.0,110.0
2495,346.0,412.0
2698,449.0,93.0
2699,443.0,94.0
2305,101.0,181.0
2700,509.0,97.0
2701,458.0,90.0
2702,490.0,124.0
2703,451.0,99.0
2704,493.0,88.0
1909,199.0,203.0
2705,493.0,121.0
2706,496.0,118.0
2509,351.0,411.0
2707,40.0,50.0
2708,75.0,83.0
2709,93.60000610351562,175.20001220703125
2710,451.20001220703125,102.00000762939453
1682,444.0000305175781,102.00000762939453
2521,96.0,178.8000030517578
2711,511.20001220703125,93.60000610351562
2712,451.20001220703125,276.0
2471,435.6000061035156,295.20001220703125
