uid,x,y
5676,304.0,154.0
5677,351.0,160.0
5192,294.0,156.0
5678,325.0,157.0
5360,353.0,157.0
5679,355.0,157.0
5337,294.0,158.0
5680,314.0,158.0
5186,340.0,358.0
5681,340.0,354.0
2843,345.0,347.0
4494,343.0,343.0
5682,353.0,327.0
4507,327.0,311.0
5683,344.0,158.0
5361,307.0,159.0
5684,336.0,160.0
4903,337.0,294.0
5685,327.0,161.0
5686,359.0,151.0
5687,316.0,162.0
4866,318.0,162.0
5077,342.0,145.0
5688,349.0,163.0
5689,336.0,164.0
4161,338.0,164.0
4350,275.0,165.0
4863,331.0,165.0
5690,342.0,166.0
5691,328.0,166.0
5692,337.0,166.0
5234,276.0,168.0
5342,318.0,139.0
5693,314.0,140.0
5025,312.0,138.0
5694,313.0,142.0
5345,325.0,143.0
5515,333.0,143.0
5695,339.0,169.0
5696,336.0,170.0
5516,341.0,170.0
5697,302.0,150.0
4787,339.0,239.0
5355,338.0,171.0
5534,359.0,149.0
5350,543.0,190.0
5698,357.0,149.0
5699,310.0,148.0
5520,305.0,147.0
5700,336.0,146.0
5701,309.0,145.0
5509,307.0,145.0
5702,209.0,217.0
5703,309.0,281.0
5704,312.0,154.0
5705,310.0,278.0
5706,342.0,154.0
5707,325.0,161.0
5356,289.0,156.0
4766,466.0,146.0
5708,332.0,156.0
4723,333.0,295.0
5709,338.0,150.0
5710,312.0,152.0
5711,320.0,152.0
5712,328.0,158.0
5713,265.0,420.0
5714,323.0,157.0
5715,328.0,148.0
4367,347.0,149.0
3901,262.0,418.0
5716,350.0,149.0
5717,330.0,150.0
5718,330.0,162.0
5719,318.0,136.0
5720,310.0,150.0
5258,338.0,242.0
5524,257.0,187.0
5721,348.0,170.0
4712,300.0,150.0
5722,361.0,149.0
5362,284.0,158.0
5723,322.0,152.0
4520,475.0,175.0
5724,340.0,154.0
5537,364.0,154.0
5725,359.0,147.0
4518,479.0,173.0
5533,556.0,204.0
5726,318.0,148.0
5727,343.0,237.0
5728,320.0,148.0
5506,265.0,417.0
5282,465.0,143.0
5517,330.0,245.0
5729,590.0,194.0
5349,585.0,191.0
5341,559.0,208.0
5730,361.0,147.0
5731,344.0,166.0
5521,577.0,175.0
5527,339.0,227.0
5523,580.0,180.0
5732,316.0,150.0
5733,570.0,38.0
5540,326.0,136.0
5405,577.0,181.0
5528,372.0,150.0
5734,42.0,270.0
5735,318.0,135.60000610351562
5556,332.4000244140625,142.8000030517578
5421,264.0,420.0000305175781
5555,342.0,237.60000610351562
5736,338.4000244140625,238.8000030517578
5403,340.8000183105469,145.20001220703125
5737,344.4000244140625,165.60000610351562
5738,207.60000610351562,216.00001525878906
5739,337.20001220703125,242.40000915527344
5740,345.6000061035156,158.40000915527344
5741,351.6000061035156,153.60000610351562
5742,338.4000244140625,231.60000610351562
5389,298.8000183105469,158.40000915527344
5743,303.6000061035156,153.60000610351562
5744,321.6000061035156,164.40000915527344
5388,312.0,138.0
4927,542.4000244140625,189.60000610351562
5565,255.60000610351562,187.20001220703125
5745,308.4000244140625,280.8000183105469
5079,318.0,139.20001220703125
5746,339.6000061035156,357.6000061035156
5747,325.20001220703125,144.0
5596,340.8000183105469,354.0
5231,307.20001220703125,145.20001220703125
3086,344.4000244140625,346.8000183105469
5242,336.0,146.40000915527344
5601,337.20001220703125,294.0
4189,343.20001220703125,343.20001220703125
5106,332.4000244140625,295.20001220703125
5748,340.8000183105469,170.40000915527344
5558,337.20001220703125,170.40000915527344
5749,346.8000183105469,148.8000030517578
5750,276.0,168.0
5246,330.0,164.40000915527344
5751,274.8000183105469,164.40000915527344
5573,357.6000061035156,148.8000030517578
5385,300.0,150.0
5391,338.4000244140625,163.20001220703125
5390,348.0,162.0
5088,316.8000183105469,162.0
5752,336.0,159.60000610351562
4921,306.0,158.40000915527344
5753,294.0,158.40000915527344
5072,360.0,151.20001220703125
5526,354.0,157.20001220703125
3083,294.0,156.0
5243,289.20001220703125,156.0
4862,352.8000183105469,327.6000061035156
5754,326.4000244140625,310.8000183105469
5576,482.4000244140625,116.4000015258789
5398,283.20001220703125,158.40000915527344
5755,370.8000183105469,150.0
5756,266.4000244140625,416.4000244140625
5757,261.6000061035156,417.6000061035156
5233,346.8000183105469,169.20001220703125
5758,339.6000061035156,150.0
5401,470.4000244140625,146.40000915527344
5568,465.6000061035156,146.40000915527344
4581,478.8000183105469,172.8000030517578
4756,474.0000305175781,174.0
5395,526.800048828125,168.0
5759,321.6000061035156,152.40000915527344
5352,573.6000366210938,176.40000915527344
5760,464.4000244140625,142.8000030517578
4918,579.6000366210938,180.0
5761,330.0,150.0
5762,576.0,181.20001220703125
5321,584.4000244140625,190.8000030517578
5763,42.0,270.0
5236,332.4000244140625,248.40000915527344
5764,328.8000183105469,244.8000030517578
5765,312.0,153.60000610351562
5578,363.6000061035156,153.60000610351562
5766,555.6000366210938,204.00001525878906
5767,343.20001220703125,223.20001220703125
5561,368.4000244140625,148.8000030517578
5768,342.0,154.8000030517578
5769,588.0,39.60000228881836
5770,324.0,157.20001220703125
5771,314.4000244140625,158.40000915527344
5772,309.6000061035156,148.8000030517578
5773,568.800048828125,38.400001525878906
5774,318.0,147.60000610351562
5775,325.20001220703125,160.8000030517578
5406,333.6000061035156,188.40000915527344
4575,338.4000244140625,226.8000030517578
5776,358.8000183105469,146.40000915527344
5579,250.8000030517578,104.4000015258789
4797,331.20001220703125,175.20001220703125
5542,543.6000366210938,240.00001525878906
5777,260.6400146484375,417.6000061035156
5455,355.6800231933594,148.32000732421875
5605,336.96002197265625,162.72000122070312
5604,329.760009765625,164.16000366210938
5778,338.4000244140625,357.1200256347656
5779,339.84002685546875,352.8000183105469
4945,344.1600036621094,347.0400085449219
5603,347.0400085449219,161.27999877929688
4944,344.1600036621094,341.2799987792969
5109,316.8000183105469,161.27999877929688
5598,352.8000183105469,326.8800048828125
5780,326.8800048828125,311.0400085449219
5427,276.4800109863281,165.60000610351562
2594,347.0400085449219,168.48001098632812
4616,335.52001953125,169.92001342773438
4954,305.2799987792969,158.40000915527344
3104,293.760009765625,158.40000915527344
5600,331.20001220703125,295.20001220703125
5781,336.96002197265625,293.760009765625
5426,308.1600036621094,279.3600158691406
5782,302.4000244140625,146.8800048828125
4965,557.280029296875,205.92001342773438
5570,354.2400207519531,156.9600067138672
5632,341.2799987792969,169.92001342773438
2796,293.760009765625,155.52000427246094
5612,316.8000183105469,135.36000061035156
4247,312.4800109863281,138.24000549316406
5117,207.36001586914062,216.00001525878906
4623,318.2400207519531,139.6800079345703
5250,329.760009765625,142.5600128173828
5608,325.44000244140625,144.0
4792,541.4400024414062,188.6400146484375
5265,306.7200012207031,145.44000244140625
5594,338.4000244140625,226.0800018310547
5783,341.2799987792969,145.44000244140625
4406,336.96002197265625,231.8400115966797
5136,336.96002197265625,241.92001342773438
5597,336.96002197265625,146.8800048828125
5609,360.0,151.20001220703125
5593,336.96002197265625,237.60000610351562
5399,574.5599975585938,177.12001037597656
4432,256.32000732421875,187.20001220703125
5251,342.7200012207031,236.16000366210938
4231,352.8000183105469,148.32000732421875
5784,584.6400146484375,191.52000427246094
5256,264.96002197265625,416.1600036621094
5260,300.96002197265625,149.760009765625
5436,547.2000122070312,191.52000427246094
5422,362.8800048828125,154.0800018310547
5617,466.5600280761719,145.44000244140625
5432,587.52001953125,194.40000915527344
4786,326.8800048828125,244.8000030517578
5262,347.0400085449219,149.760009765625
5423,342.7200012207031,223.20001220703125
4960,288.0,154.0800018310547
4622,478.08001708984375,172.8000030517578
5247,332.6400146484375,187.20001220703125
5268,249.12001037597656,103.68000793457031
5610,462.2400207519531,142.5600128173828
5120,578.8800048828125,180.0
5785,335.52001953125,159.8400115966797
5428,528.4800415039062,168.48001098632812
4625,332.6400146484375,247.6800079345703
5786,541.4400024414062,195.8400115966797
5787,480.96002197265625,116.64000701904297
4946,371.52001953125,149.760009765625
5788,334.08001708984375,182.8800048828125
4624,473.760009765625,174.24000549316406
4956,283.6800231933594,158.40000915527344
5259,470.8800048828125,146.8800048828125
5789,334.08001708984375,139.6800079345703
5790,324.0,156.9600067138672
5614,249.12001037597656,99.36000061035156
5791,208.8000030517578,218.8800048828125
5792,338.4000244140625,149.760009765625
4972,333.5040283203125,188.35202026367188
5793,537.4080810546875,186.6240234375
5794,540.8640747070312,188.35202026367188
5115,260.92803955078125,418.176025390625
5633,336.96002197265625,162.43202209472656
5627,255.7440185546875,186.6240234375
4807,321.40802001953125,164.16001892089844
5626,577.1520385742188,179.71202087402344
5795,575.424072265625,176.25601196289062
5442,352.51202392578125,160.70401000976562
2024,304.1280212402344,157.24801635742188
5631,336.96002197265625,148.60801696777344
4057,309.3120422363281,162.43202209472656
5463,335.2320251464844,169.34400939941406
4446,340.4160461425781,352.51202392578125
4444,345.60003662109375,167.6160125732422
5634,338.6880187988281,357.696044921875
290,343.8720397949219,347.3280334472656
5615,342.14404296875,169.34400939941406
3612,343.8720397949219,342.14404296875
4265,350.7840270996094,328.3200378417969
5621,276.48004150390625,165.8880157470703
2018,328.3200378417969,311.0400390625
4806,328.3200378417969,164.16001892089844
4970,558.14404296875,207.36001586914062
5276,330.04803466796875,295.488037109375
5624,336.96002197265625,293.7600402832031
5796,307.5840148925781,279.93603515625
5797,347.3280334472656,162.43202209472656
897,316.2240295410156,160.70401000976562
4985,295.488037109375,158.97601318359375
5098,264.384033203125,419.904052734375
4460,336.96002197265625,236.73602294921875
5278,361.15203857421875,155.52001953125
4809,352.51202392578125,155.52001953125
5630,207.36001586914062,216.00001525878906
5277,293.7600402832031,155.52001953125
4604,359.4240417480469,152.0640106201172
5798,343.8720397949219,235.00802612304688
4276,312.7680358886719,138.24002075195312
4261,336.96002197265625,231.55201721191406
4285,336.96002197265625,226.36802673339844
3127,352.51202392578125,148.60801696777344
5629,333.5040283203125,247.10401916503906
5439,466.56005859375,145.15200805664062
4277,319.6800231933594,141.69601440429688
5444,330.04803466796875,143.42401123046875
5799,336.96002197265625,243.6480255126953
5479,349.0560302734375,143.42401123046875
5800,307.5840148925781,145.15200805664062
5434,547.7760620117188,193.5360107421875
5801,476.92803955078125,172.80001831054688
5802,324.8640441894531,245.3760223388672
4971,247.10401916503906,103.68000793457031
5803,326.592041015625,146.88002014160156
5804,259.20001220703125,186.6240234375
5805,369.7920227050781,148.60801696777344
5274,266.1120300292969,416.4480285644531
5446,528.76806640625,167.6160125732422
5806,461.37603759765625,143.42401123046875
5807,300.6720275878906,150.3360137939453
5457,539.1360473632812,195.26402282714844
5465,482.112060546875,117.50401306152344
5808,337.9968566894531,149.29922485351562
394,275.7888488769531,165.88803100585938
4650,346.291259765625,165.88803100585938
679,344.2176513671875,346.291259765625
1116,344.2176513671875,340.0704345703125
5809,333.8496398925781,167.9616241455078
5639,350.4384460449219,327.62884521484375
3651,360.80645751953125,155.52001953125
4663,352.5120544433594,155.52001953125
5132,329.70245361328125,308.9664306640625
5133,337.9968566894531,294.45123291015625
5138,354.5856628417969,149.29922485351562
4812,342.14404296875,145.1520233154297
5458,306.8928527832031,277.8624267578125
4819,539.1360473632812,186.6240234375
4651,255.05284118652344,186.6240234375
4676,468.6336669921875,145.1520233154297
5294,333.8496398925781,188.6976318359375
5298,331.77606201171875,143.0784149169922
5640,313.1136474609375,136.8576202392578
4989,559.8720703125,207.3600311279297
5810,207.3600311279297,213.58082580566406
5152,335.9232482910156,232.24322509765625
5460,333.8496398925781,244.68482971191406
5811,344.2176513671875,234.31683349609375
4993,329.70245361328125,294.45123291015625
5637,348.3648376464844,143.0784149169922
1796,290.3040466308594,155.52001953125
5297,319.3344421386719,141.00482177734375
5812,327.62884521484375,246.75843811035156
5813,337.9968566894531,170.03521728515625
5648,246.75843811035156,103.68001556396484
4471,321.4080505371094,163.81442260742188
4822,311.0400390625,161.74082946777344
5452,333.8496398925781,138.93121337890625
5290,296.52484130859375,157.5936279296875
4984,337.9968566894531,223.94883728027344
5814,344.2176513671875,219.8016357421875
5287,315.187255859375,157.5936279296875
5815,476.9280700683594,172.10882568359375
5470,547.4304809570312,190.77122497558594
5816,282.0096435546875,159.66722106933594
5471,530.8416748046875,167.9616241455078
