uid,x0,y0,x1,y1
97,446.7252,416.3712,437.0545,479.1356
19,421.5050,223.7079,503.8572,245.7059
6,411.7607,206.5953,383.8939,351.7581
2,441.6493,450.9818,492.5328,454.7349
20,492.8177,454.0598,535.0380,479.4431
71,574.6304,452.8895,570.1574,479.1623
7,357.4495,376.8536,387.6404,378.5047
66,328.0402,196.6179,308.3800,292.9091
21,358.1688,376.7010,353.5443,399.3962
17,422.3816,224.5063,391.7284,379.7307
36,415.6683,414.3892,446.9081,416.0331
11,180.5574,148.5990,335.3593,191.5088
51,154.4712,274.5996,311.1586,301.1220
45,495.0577,437.9667,569.7931,479.0105
26,388.8726,378.6937,446.7840,413.6373
33,357.2859,377.2141,415.4360,413.8357
57,541.6575,193.4799,493.3963,455.4238
56,638.7967,189.8780,542.9904,195.1012
16,172.1501,135.1884,345.3938,185.5053
25,12.4750,386.1867,74.9638,390.0375
23,184.9434,159.7457,328.8636,196.8763
9,412.3706,206.8347,515.7177,237.0093
41,270.6408,339.1071,384.6786,355.3356
3,264.2797,432.5202,258.1151,461.7770
28,172.2538,136.9547,139.4981,280.5769
93,576.3736,450.6769,636.3488,452.6754
14,502.2098,244.4890,465.9584,451.0778
88,345.5494,185.7241,320.8713,310.7645
31,33.8341,342.6031,87.3633,348.5771
75,88.9373,350.6566,63.7240,478.6691
30,352.3345,399.1108,405.3792,438.7630
27,266.6598,391.2299,351.6513,398.6614
53,44.3882,304.5739,32.8241,342.3063
61,179.3301,150.6565,152.4307,272.6723
40,516.2528,238.9438,476.7323,453.6705
0,139.1358,282.3107,319.2834,311.9987
29,68.5763,459.6649,398.7070,464.4657
24,161.1248,267.6385,307.4479,292.2631
91,386.6998,353.6531,387.3133,378.2426
4,233.8523,391.0670,264.1664,432.7837
37,46.0281,303.3895,150.6617,317.8642
99,414.4094,414.7729,402.1819,480.0000
22,73.0268,423.9352,405.1429,439.9829
82,574.5631,452.9970,617.7029,475.7162
48,84.3982,376.2625,131.5820,379.6450
47,13.1192,384.4971,4.3850,424.0076
90,31.9989,342.7560,11.7834,380.6231
100,12.1922,12.6801,551.7506,201.5238
96,406.9785,440.0924,397.7653,479.2527
101,209.3146,390.1734,266.1328,393.5133
