uid,x0,y0,x1,y1
21,280.6640,376.6538,273.9931,399.3899
19,354.0764,229.3552,431.5760,255.7159
6,345.6783,212.1013,309.3326,352.6783
3,176.3633,429.9181,168.3133,459.4998
97,362.3610,417.9891,350.1468,479.3438
56,467.6004,210.2768,639.8661,213.5084
0,57.7011,269.8817,246.2762,309.9865
14,431.5038,255.2234,382.0706,452.5804
16,104.9936,118.4238,282.6021,185.6829
71,478.5950,455.5449,473.0237,478.8958
36,332.0198,416.0317,362.9673,418.6113
29,0.6604,454.4473,314.6135,465.5279
22,0.0000,417.7863,322.5174,440.8197
26,311.2612,380.0440,363.8338,416.9772
4,151.0174,388.2324,176.9804,430.8473
2,355.6195,452.1061,407.2519,456.8206
30,272.7024,398.6907,322.3142,439.7938
28,102.3777,117.9752,55.9291,269.1814
139,282.5224,185.5512,249.6126,307.0061
9,346.4114,211.6731,442.2389,247.9208
134,272.7614,193.5674,242.5899,296.3412
20,407.4121,456.6054,441.2060,478.9761
45,411.0573,441.1028,472.0919,478.2086
40,443.5191,246.6156,393.0252,454.8276
37,0.6157,295.3263,66.1496,307.3466
24,81.4458,254.5987,235.8289,290.5907
33,280.8122,376.8701,332.1319,414.9815
11,110.5707,133.3847,274.7994,190.8794
121,0.2843,303.7374,65.2755,314.3166
17,355.7836,229.9381,312.5804,381.1453
27,184.9466,388.1049,271.9032,398.2599
82,477.9522,456.7300,514.5029,477.6282
51,72.3283,261.4012,240.4767,299.8286
23,116.8037,144.6635,265.1958,195.6150
135,321.0900,440.6194,314.2145,464.5930
57,470.5966,209.6887,406.3226,456.1946
41,193.1012,335.1739,309.7679,357.1969
7,280.2454,376.6940,308.1494,379.3700
114,111.2859,134.9729,70.4171,258.6651
117,123.4478,385.5102,182.7040,391.4990
138,145.2773,317.1718,119.1875,392.4771
137,195.5860,329.4626,307.4808,351.0030
136,0.8726,367.6417,37.1987,372.1333
93,480.6848,453.8519,531.2882,456.6186
133,578.4043,435.8765,638.8295,462.4619
96,321.6058,440.1869,311.4654,479.2266
