uid,x0,y0,x1,y1
6,359.2008,212.2715,327.2347,354.3505
56,639.2333,207.7092,484.5513,209.4953
19,369.1876,229.7144,447.4008,254.9692
36,351.1558,417.3146,382.1178,419.2444
16,119.1667,124.2755,297.1841,187.6266
7,297.8336,379.1023,327.3309,381.2382
30,291.3094,400.8275,343.0078,441.9095
28,118.8406,125.6952,75.6355,274.2439
71,499.6615,456.7149,494.5624,479.0463
2,374.9364,453.4933,427.1750,457.8405
129,296.0649,186.7757,266.7965,311.6404
3,196.7151,432.5192,189.1063,462.7350
24,102.1778,260.5373,251.7558,292.1345
14,445.5644,253.8856,401.9452,454.2691
20,427.4240,457.3730,460.0780,479.0848
27,203.7101,390.8593,291.0800,400.3507
97,381.6776,418.8389,370.1561,479.4120
29,1.5431,458.1044,333.2608,466.8999
82,500.0067,457.5559,534.7238,477.8245
11,127.1845,139.3348,287.8537,192.7142
66,278.1976,196.6773,253.9094,293.9091
57,483.2856,207.5344,429.7610,457.4669
4,170.5629,390.5701,196.7492,432.9698
9,362.4799,212.6774,459.2455,246.9217
23,132.6076,150.4738,279.7528,198.3139
17,371.4705,229.8523,331.2891,382.8434
37,0.8003,298.1419,86.0138,311.8418
93,500.8806,454.9373,554.5609,456.9086
51,91.0118,267.5265,256.7529,301.0021
33,298.8326,380.2250,348.8997,417.5030
45,430.5246,441.8430,492.2304,478.8720
115,328.1511,357.1002,327.6448,380.9956
114,127.5356,140.8074,88.2164,268.6519
0,77.1864,275.1908,264.5895,312.3185
21,298.6943,378.5670,292.4627,400.2460
26,329.0480,381.2016,382.8468,418.0930
40,460.2137,244.8784,412.3320,456.2391
31,0.3653,339.3472,14.0983,341.6540
22,0.6158,419.2934,341.3627,441.9446
41,210.9221,338.0596,326.5057,357.3964
124,133.8193,150.2105,99.4592,264.5948
75,14.3952,343.1223,0.3592,394.3596
130,164.1093,321.1048,139.4673,395.5670
117,143.1867,388.4106,202.0842,394.1989
96,340.1625,442.7744,333.7273,466.2978
121,0.3460,305.8500,85.4728,318.8825
131,349.9920,417.4770,335.4081,479.0691
127,11.3044,12.3981,493.5075,209.5036
128,332.6896,467.6535,332.0195,479.4070
48,6.7923,370.7132,60.4403,375.9848
