uid,x0,y0,x1,y1
71,460.2523,454.0909,454.3020,479.2277
4,134.3051,385.5810,159.5930,427.4945
97,346.1657,416.3327,332.0995,479.5362
28,87.8770,114.0103,38.3740,263.4960
30,258.7816,397.0895,306.4325,439.0762
20,391.9822,454.7985,426.4663,479.1784
9,334.2521,211.3086,429.5828,247.7936
36,316.6964,414.0977,346.7180,416.1383
23,101.8951,138.8750,251.5016,193.4991
139,268.2320,184.5858,235.9398,305.4760
6,333.0789,211.5773,293.8022,352.1307
19,341.3710,228.1396,417.1605,255.3688
26,295.4138,377.7579,347.7963,414.9451
24,66.5969,250.1707,220.2624,287.6691
134,250.9593,192.7385,223.3261,289.3674
0,39.4207,264.4857,232.9070,308.3717
40,428.3453,246.5991,378.0080,454.1013
27,168.1051,385.8121,257.0097,396.6707
56,454.6564,210.9328,640.0000,217.8824
21,265.3682,374.5427,258.4074,396.9909
7,265.0488,375.4395,293.3449,377.6499
33,265.8335,374.7842,316.6772,414.8633
121,0.2496,301.9076,47.3727,310.0834
2,337.8936,450.1488,390.7495,454.8157
16,89.0920,111.2795,269.3813,184.1342
29,0.5675,452.8708,297.3423,464.0596
57,455.3808,210.1552,392.0282,454.3091
14,417.7602,254.5572,366.0511,451.9688
137,179.2515,327.5255,294.0565,349.6352
22,0.4902,417.9846,306.0446,438.3611
17,342.7330,227.9827,300.4560,377.3346
82,460.4763,454.7788,493.6818,476.9323
3,158.7139,427.4047,149.3218,458.7221
51,53.7236,256.8634,223.0845,296.3164
11,97.5568,127.7416,259.3654,188.6291
114,96.2673,127.4230,51.9439,258.9997
37,0.6374,294.1900,47.4268,302.9969
45,394.3383,440.1869,454.2091,476.4705
146,305.0315,438.6763,297.5663,463.1825
141,295.8812,352.8654,296.1061,377.5916
133,557.9212,434.5953,638.8970,470.6024
140,102.6729,139.4642,65.0215,253.1945
93,461.2521,451.8670,512.0606,454.3665
144,2.6684,365.4550,101.6674,389.5899
96,306.0093,438.5773,292.0157,479.3432
147,298.0991,463.6989,293.7719,479.5051
145,430.3913,307.1188,392.7137,454.2686
148,105.0965,382.0099,168.2549,388.5464
149,441.5215,205.7977,374.6050,457.6375
