uid,x0,y0,x1,y1
6,465.1815,198.0390,441.1171,347.1358
0,198.5368,288.2888,374.8720,308.3622
2,510.2888,447.7396,563.3194,450.8100
21,418.0797,373.5647,413.7132,396.2771
19,474.4691,214.1988,563.3079,232.9370
36,480.2504,410.3365,514.5170,411.6974
31,104.5804,348.3631,153.7777,352.9653
7,417.4089,373.5548,448.7302,374.7781
25,90.1992,390.7510,146.8218,392.8707
14,564.7617,232.3888,531.6734,447.8195
11,230.8403,153.9265,385.5349,187.9232
32,31.9076,177.7754,24.5726,222.0378
4,295.5161,391.8274,328.6974,431.4307
15,513.8887,411.1899,507.3550,479.4146
37,113.6942,312.1566,211.7023,321.3582
12,0.4796,412.5776,81.7856,415.8465
33,417.7788,373.8730,478.6008,410.4931
23,235.6244,164.0108,378.1578,193.8998
17,474.2661,215.3993,452.8574,374.8627
28,221.1219,142.8170,196.9345,286.5533
10,1.0684,437.6832,76.7708,438.8487
26,450.0019,374.4811,515.3350,409.7736
3,328.7241,431.2280,323.8140,459.7683
13,0.7148,170.0600,31.6488,177.5969
16,221.9545,143.4776,395.6223,179.9868
5,236.6723,164.6599,218.6042,272.2997
57,605.8155,174.8225,559.4692,452.8695
40,580.0500,221.6321,543.2178,449.2534
18,384.9832,189.0130,369.7460,296.7074
30,413.4441,396.0778,474.1862,438.0596
56,639.1653,172.9497,602.8596,177.5728
29,143.1778,457.5620,468.9271,462.7730
39,154.4287,379.0216,138.4888,479.3174
22,145.1839,425.5775,471.9699,435.4188
66,376.4177,193.2670,362.6074,291.3806
9,464.1353,198.2524,577.7130,222.8176
45,565.4534,433.7285,638.9429,469.9484
61,230.6961,151.1858,208.0585,280.2636
51,208.4420,279.8659,367.9933,298.4336
8,396.1478,180.1202,375.7776,305.9287
1,0.5664,220.6041,24.6029,222.8536
20,564.1773,449.8464,616.8552,479.3741
60,154.4803,352.9096,153.3969,379.8821
27,326.9260,389.8683,411.5090,395.7522
41,328.4105,338.4095,444.7028,350.1139
24,219.5785,271.8967,361.6557,289.5994
47,87.8175,386.4184,70.3710,479.9536
44,330.3632,431.5498,472.2578,436.2550
53,112.5518,313.1005,103.9216,348.3086
52,446.9037,350.1029,447.6918,374.4404
65,103.9394,348.5293,89.1699,383.9880
67,479.2313,410.6015,466.7520,478.9617
48,154.1271,379.6872,198.1773,382.4921
64,154.0144,352.9554,150.7708,392.2218
62,472.9080,436.3871,464.9083,480.0000
58,467.9413,462.4301,466.5641,479.9272
34,17.5537,27.0422,607.1622,178.4755
68,111.6699,318.5144,211.6950,328.1508
