uid,x0,y0,x1,y1
21,249.9412,372.6208,242.6301,395.5145
20,376.2690,453.1575,411.5889,479.1228
97,329.1617,415.1189,315.2040,479.4374
4,116.2752,382.2195,140.9511,425.2024
28,74.2399,107.0544,18.6463,258.1551
17,329.7281,227.6507,284.3204,376.3817
71,442.1058,452.4562,434.8440,479.3497
155,618.4802,432.4904,639.3505,440.8387
14,404.5440,252.7530,349.9427,449.4849
134,238.3545,189.8492,206.9507,285.5146
2,322.2666,448.6223,374.6761,453.1573
27,151.5225,383.4652,241.2939,394.2329
19,328.3286,226.8800,403.7852,255.3282
139,256.3354,181.4873,220.1139,303.0663
56,442.1691,210.9019,639.7092,221.1264
40,413.8950,249.0694,361.6812,451.2439
9,321.1580,209.9507,415.2998,246.5830
0,20.0105,259.6020,216.9525,305.4505
23,86.5585,134.4161,238.9055,190.2661
26,280.4128,376.3665,332.0911,413.2953
16,75.9010,106.8768,256.1816,180.9749
45,379.9206,438.5027,435.1625,473.9298
24,49.0251,245.3088,206.0841,285.4532
33,249.7357,372.9600,297.2480,411.4839
3,140.3675,425.2544,132.0860,454.7678
29,0.4191,451.0413,281.7772,460.5741
22,0.0000,416.1458,288.6652,434.6110
82,441.6913,453.1859,473.0303,473.0701
57,442.4206,210.3670,374.8595,452.9501
144,0.0402,366.8124,83.6910,386.4540
36,300.2322,412.4344,331.3781,415.1172
6,322.9190,209.2286,278.2752,349.4115
93,442.7709,450.8085,493.3604,453.4636
7,249.3508,372.9983,278.5810,375.7868
30,241.8422,394.2782,290.6293,437.0564
157,638.7149,344.5188,619.6715,433.2797
114,81.8132,126.1970,33.3347,251.7806
162,633.9243,427.9944,640.0000,429.3980
96,288.1852,437.2139,276.1350,479.6151
51,36.4021,252.5463,211.1641,294.0623
133,538.0419,433.1024,637.5784,478.4804
140,88.4241,131.8797,47.2150,248.4301
11,82.8639,122.6131,249.2676,186.7218
163,290.8051,433.8375,282.4211,460.8983
121,0.4367,300.7572,27.7181,305.8259
153,163.7464,324.3610,278.3048,347.6857
164,640.0000,400.4799,633.6783,428.2623
165,472.7842,473.8457,470.8596,479.9373
166,0.9452,451.0165,125.1655,454.2448
167,280.5007,461.8901,276.3352,479.7405
