uid,x0,y0,x1,y1
31,97.5081,348.2476,147.0467,352.5234
21,411.3253,373.5023,406.7039,396.2155
15,506.9939,411.4732,498.7645,479.5456
9,458.4073,198.6169,569.9366,224.1536
12,0.8022,412.4818,73.9718,415.4487
30,407.4257,396.5056,467.7629,437.9052
29,135.4715,457.8740,460.2657,462.6855
56,639.2372,174.9573,594.4653,179.4432
11,224.8961,153.5066,381.1351,188.5151
33,411.7852,374.2826,473.0089,410.1522
28,215.9439,142.5473,191.2927,286.4669
0,192.8350,287.7921,369.2382,308.6641
7,411.5191,373.7615,442.1430,375.0483
16,215.8108,143.0240,391.7642,180.6709
25,82.2777,390.1888,140.1246,392.9250
20,556.7927,450.8104,608.2664,480.0000
23,230.2857,163.6071,372.7776,194.2546
2,502.3537,447.7259,555.6834,450.7484
6,458.6535,199.9247,435.2821,348.7894
36,474.7232,410.7522,506.8582,412.1719
61,225.3253,154.0413,202.4142,277.1844
5,230.9496,165.2173,213.3263,271.9249
19,468.6316,215.6354,557.4560,233.5336
37,106.3770,311.4628,206.0079,321.3132
1,1.4792,219.2378,16.4254,220.9875
22,139.9100,425.4070,465.6667,435.6836
3,321.3077,431.4166,316.5281,459.6457
66,371.7055,193.2887,356.7441,292.0374
4,289.0180,391.5164,322.4812,431.9922
40,570.3986,222.5561,537.7444,449.4552
17,468.7210,217.1158,446.6986,376.7455
51,203.3872,279.5946,361.5669,298.7273
26,441.7278,373.8865,506.4614,409.9294
14,558.1901,232.3449,524.8433,448.4948
32,25.5115,175.2063,17.1232,220.9650
27,320.8799,390.1638,405.7972,395.7496
10,1.4371,437.7823,67.3264,438.8330
45,558.0977,434.3840,638.5820,474.5499
18,379.8307,188.7618,363.8427,297.1731
24,212.9946,271.8932,355.4877,289.6509
39,146.5793,378.9038,131.2821,479.3647
13,0.7150,169.7589,25.3858,176.5690
60,148.1529,352.7512,147.3042,379.4800
47,82.5091,387.6521,61.0207,480.0000
67,473.9197,410.5481,462.0074,479.6099
48,146.8499,379.6332,189.9283,381.9789
53,105.9438,310.8748,97.4519,347.6593
34,17.0228,24.5329,598.2852,181.0414
57,597.6296,176.0514,554.4430,452.5015
41,322.2391,339.3132,440.0474,352.2098
69,323.6183,333.6667,433.4310,344.7527
65,96.3723,348.5112,79.2826,388.4127
62,465.7697,437.1400,458.0471,479.9292
44,323.3890,431.7467,464.3745,436.2552
