uid,x0,y0,x1,y1
56,639.5400,179.1681,575.6400,184.6967
9,442.9284,201.9608,551.0344,228.4313
0,174.4111,286.1941,351.7890,309.7085
7,393.1953,375.3843,423.0783,376.3943
70,375.2768,184.0076,352.0075,307.7543
10,0.6081,437.4930,44.9225,438.4990
28,201.7798,140.5935,172.9639,284.6247
11,209.9469,152.0887,366.0235,189.9118
20,534.1821,451.7543,582.1552,479.5484
14,538.4829,237.0148,504.0459,450.1422
30,388.2551,397.2838,446.1351,437.9742
6,441.0414,201.6010,417.5528,349.2339
15,485.3546,414.4494,477.6506,479.1517
45,535.6599,435.2346,617.8994,477.2184
2,481.7508,448.8524,533.2437,452.0342
17,453.4384,218.3869,424.5941,377.4807
25,59.6095,389.5135,117.5375,392.0647
16,201.4943,141.3356,375.0361,182.1698
61,209.7830,153.7398,185.1066,276.6777
29,113.4701,457.6792,439.6836,463.0904
24,195.7985,270.5695,339.6895,290.7386
23,215.3918,162.2272,357.8177,195.7867
33,392.7816,374.5100,453.0931,411.0284
66,356.5294,194.4523,340.2150,291.7812
4,270.4289,391.4034,302.0642,432.2492
47,58.3032,386.1231,36.4703,480.0000
31,75.8107,346.7432,126.6493,351.7339
5,216.5796,161.3240,195.4013,270.9314
41,303.9938,339.0615,420.5262,353.2123
19,452.3181,218.7561,538.9797,237.7860
40,551.6862,227.5165,515.9208,451.0625
39,126.5725,379.2122,107.9051,479.1290
12,0.0714,412.6397,51.8411,414.5437
21,393.1455,374.4884,388.4185,397.0486
48,126.4541,378.7379,170.0834,381.3730
26,425.5350,376.4874,487.1678,412.5707
36,454.8277,412.6916,486.4926,413.8453
22,117.1558,424.6792,445.0631,436.5900
3,301.5683,432.0615,296.5062,459.2887
57,577.2836,183.2055,530.6787,452.0862
37,86.1470,308.1605,186.7934,320.6018
71,621.2068,449.9321,617.5569,479.0642
51,187.6140,277.7752,344.6153,300.4431
65,74.5576,347.2610,58.4750,383.6121
79,639.7551,447.0701,622.3531,449.8149
53,85.5802,309.8114,75.9407,345.8440
75,129.4038,352.5570,106.9951,477.8728
69,306.3078,333.1272,416.5611,347.0931
80,444.4278,438.3023,439.3542,463.4697
81,11.1410,21.0340,574.0024,184.3279
82,621.3524,450.0945,640.0000,461.2117
77,453.3875,412.1492,440.7690,478.5906
27,301.2479,390.9220,387.1420,397.4543
83,439.1346,463.3367,438.0233,479.6911
60,127.6061,351.1521,125.9395,379.3642
62,444.2848,438.2027,437.9048,479.4219
74,422.3066,354.0304,422.2136,375.8593
