uid,x0,y0,x1,y1
9,377.9270,211.6065,476.9934,243.9594
36,371.1274,416.7151,402.0715,418.7844
97,401.6533,418.5264,391.1177,479.4402
21,317.0364,377.7874,310.4709,400.1547
30,310.1024,400.6523,363.6554,441.2553
2,395.6790,453.0791,447.4317,456.7372
51,110.8383,270.2956,275.5996,301.8111
20,449.0138,457.1720,482.7687,478.9936
56,638.8660,202.0993,503.3795,205.0952
66,294.2735,197.3704,270.8571,293.7574
45,450.1273,440.5482,516.0712,478.9709
17,387.8802,228.4152,348.8907,382.7402
88,311.8137,187.9540,283.4926,311.0107
6,377.4308,211.0868,343.9445,354.0178
7,316.8896,378.6765,346.6807,380.7773
27,223.7597,391.2285,310.0678,399.8415
14,464.0847,252.7537,420.9277,453.9014
41,231.5321,333.9632,343.2938,351.5627
28,135.7439,131.1437,96.4244,276.2200
3,218.0866,433.1661,209.8397,462.2061
0,96.6410,277.7940,281.5164,312.2968
31,0.6800,339.2351,37.4599,344.3877
82,522.4146,456.1052,559.8632,477.4117
37,1.2660,297.3581,106.2094,314.2505
114,143.9813,143.3916,108.2841,272.3013
11,145.0866,142.2491,302.5295,193.0867
71,523.2426,454.8410,518.0237,479.2625
26,347.7039,380.8700,400.6022,416.6772
16,139.2767,129.8343,312.4823,187.3142
33,317.5161,380.1217,369.4992,416.8146
29,11.9411,458.4166,354.3219,465.8980
96,360.7476,440.9041,352.3680,479.0344
93,523.6213,453.5880,579.0493,456.1184
24,120.2174,262.2966,271.5942,294.0920
75,38.1109,344.6780,5.0173,478.0977
23,148.1719,153.1098,295.9269,198.2642
19,386.5740,228.7190,465.1115,252.6482
4,190.1860,390.4483,218.0561,433.2854
22,18.9491,420.0310,357.9033,441.1732
40,475.4275,244.1979,432.6451,456.0707
115,346.5480,356.7694,346.7936,380.5049
25,0.0000,384.4684,22.0392,386.5415
57,497.8444,203.7215,454.8434,458.0402
112,369.6200,417.0204,356.1758,479.2361
124,152.4187,152.5771,119.2857,265.2578
121,0.0000,305.0699,106.5075,321.1530
48,31.8766,373.0335,84.1553,378.0295
117,164.8001,389.4850,221.6562,393.8980
125,184.3003,322.3776,160.1244,395.3264
126,482.0920,305.0453,445.6105,456.5098
