uid,x0,y0,x1,y1
56,639.6443,194.7567,525.3655,199.5324
97,428.7971,417.7979,418.0938,479.5374
19,407.0741,226.0854,488.1103,248.9920
21,341.7645,377.8048,335.4059,400.1249
20,475.2792,455.4075,513.0388,479.5753
71,553.9368,454.0721,548.9890,479.4486
3,245.9908,433.0579,239.3531,462.6325
14,487.0804,247.4308,448.1112,453.0529
25,1.0063,386.1855,53.9282,389.8710
45,476.1609,439.7690,548.4516,478.7924
30,335.3938,400.4523,390.0130,441.4205
51,136.8013,273.1756,297.7206,302.7128
24,144.5551,266.0112,292.8951,293.8498
4,217.7900,393.2572,246.3855,433.2415
9,397.7466,209.3536,499.8700,239.3303
0,121.8035,281.3718,305.0524,313.0295
6,397.6154,209.9934,367.2316,353.6063
36,397.2230,416.1778,429.3864,418.0990
88,332.4102,188.2062,305.2858,310.4972
66,314.7582,197.6279,292.7053,293.4915
29,46.0450,459.3492,381.0951,466.0142
28,157.0082,133.4813,121.4684,282.1506
27,249.9091,392.0394,334.7701,399.5428
7,342.0073,378.5450,371.2634,380.2264
23,170.7194,158.9837,314.6899,197.5211
2,423.3630,452.3424,473.9823,456.2214
11,165.4365,147.2551,322.4911,192.5047
16,158.2422,133.7645,333.4338,187.0772
22,51.9614,423.5546,385.9583,441.1125
57,525.4404,198.4436,477.7030,457.7299
75,68.5458,349.1605,39.1106,479.8080
93,554.3201,452.0026,612.1209,453.6760
33,340.6579,378.0163,396.7860,414.8891
31,12.6184,340.9536,68.7416,347.6848
40,500.3028,240.3649,457.9225,453.7050
26,373.4037,380.6197,429.7152,416.1284
17,408.5034,225.7200,374.9033,380.0168
41,254.4696,339.4810,369.3235,356.0931
82,553.8181,454.7499,592.6770,476.9722
102,21.7011,308.7199,133.9952,324.2409
53,24.7170,302.0170,11.6297,341.1497
112,395.5775,416.3754,380.9903,479.4526
37,26.7831,301.5676,135.1457,317.9660
48,64.0844,375.9387,112.1451,379.6465
90,12.5129,341.5515,0.0000,357.7549
96,389.2662,440.4314,378.7416,479.4429
