uid,x,y
10987,161.0,232.0
11215,213.0,85.0
10702,304.0,440.0
10338,226.0,90.0
10836,89.0,113.0
10200,97.0,128.0
11331,103.0,139.0
9537,101.0,145.0
9206,108.0,154.0
11332,109.0,156.0
11089,109.0,159.0
9953,109.0,161.0
11333,107.0,162.0
10864,105.0,164.0
11334,94.0,166.0
11335,96.0,166.0
11336,557.0,433.0
10714,136.0,178.0
8630,269.0,184.0
11094,158.0,188.0
11337,258.0,189.0
10978,194.0,190.0
11095,159.0,193.0
11338,554.0,431.0
10593,249.0,194.0
11339,146.0,195.0
11130,202.0,195.0
10374,552.0,431.0
9210,159.0,428.0
11233,103.0,197.0
9441,199.0,197.0
9443,157.0,198.0
10876,157.0,428.0
11340,111.0,201.0
9447,150.0,202.0
7690,82.0,203.0
11341,138.0,204.0
8517,129.0,205.0
11222,146.0,206.0
10085,82.0,207.0
10231,206.0,207.0
11230,512.0,427.0
11226,514.0,426.0
10740,159.0,426.0
10709,80.0,209.0
11342,150.0,210.0
10490,212.0,210.0
9836,145.0,212.0
11343,164.0,389.0
10986,115.0,213.0
10591,101.0,389.0
11232,158.0,214.0
10087,162.0,214.0
10845,168.0,214.0
10969,135.0,388.0
11344,110.0,216.0
11229,166.0,216.0
9810,138.0,387.0
11345,158.0,219.0
10727,166.0,221.0
7910,113.0,222.0
10420,167.0,386.0
8871,105.0,384.0
10858,154.0,224.0
11099,142.0,226.0
11346,74.0,227.0
10758,293.0,352.0
11347,179.0,321.0
10604,114.0,230.0
11225,80.0,231.0
11126,178.0,319.0
11348,150.0,232.0
11349,208.0,83.0
10489,154.0,233.0
5299,139.0,234.0
11105,148.0,234.0
11218,106.0,308.0
11221,236.0,236.0
11350,131.0,237.0
10206,232.0,306.0
10481,110.0,306.0
10342,67.0,249.0
11351,128.0,249.0
10976,70.0,250.0
11107,126.0,250.0
11090,226.0,296.0
11352,118.0,253.0
10229,121.0,253.0
8531,130.0,254.0
10476,55.0,256.0
9326,56.0,293.0
11353,220.0,286.0
11101,204.0,279.0
11354,102.0,257.0
10851,130.0,257.0
11106,105.0,258.0
10859,124.0,259.0
11355,202.0,279.0
10844,123.0,262.0
10843,132.0,262.0
11092,39.0,263.0
9692,131.0,265.0
9838,206.0,270.0
11356,193.0,275.0
10728,193.0,273.0
10362,333.0,212.0
11238,211.0,278.0
10860,209.0,196.0
8744,119.0,223.0
10469,303.6000061035156,440.4000244140625
10863,212.40000915527344,85.20000457763672
10369,225.60000610351562,90.0
11242,229.20001220703125,91.20000457763672
11114,88.80000305175781,114.00000762939453
10236,97.20000457763672,128.40000915527344
10738,103.20000457763672,139.20001220703125
11357,100.80000305175781,145.20001220703125
11115,108.00000762939453,153.60000610351562
10615,105.60000610351562,163.20001220703125
10871,208.8000030517578,82.80000305175781
11104,552.0,430.8000183105469
11358,158.40000915527344,427.20001220703125
11117,267.6000061035156,183.60000610351562
11119,136.8000030517578,391.20001220703125
11118,258.0,189.60000610351562
11120,163.20001220703125,388.8000183105469
11122,135.60000610351562,388.8000183105469
11359,100.80000305175781,388.8000183105469
9986,152.40000915527344,194.40000915527344
11360,248.40000915527344,194.40000915527344
10995,139.20001220703125,387.6000061035156
11124,134.40000915527344,386.4000244140625
7797,199.20001220703125,196.8000030517578
11361,105.60000610351562,384.0
11245,178.8000030517578,320.4000244140625
11362,156.0,198.00001525878906
4503,105.60000610351562,308.4000244140625
11363,231.60000610351562,306.0
11364,225.60000610351562,295.20001220703125
10999,81.60000610351562,202.8000030517578
10998,148.8000030517578,202.8000030517578
11129,58.80000305175781,292.8000183105469
8035,56.400001525878906,292.8000183105469
9976,219.60000610351562,285.6000061035156
11365,130.8000030517578,264.0
8776,81.60000610351562,206.40000915527344
10596,146.40000915527344,206.40000915527344
11366,38.400001525878906,262.8000183105469
10747,122.4000015258789,261.6000061035156
11246,80.4000015258789,208.8000030517578
10874,55.20000076293945,254.40000915527344
11002,68.4000015258789,249.60000610351562
10745,169.20001220703125,214.8000030517578
11367,292.8000183105469,351.6000061035156
10996,145.20001220703125,198.00001525878906
11368,129.60000610351562,385.20001220703125
11369,162.0,214.8000030517578
7213,110.4000015258789,306.0
11005,214.8000030517578,200.40000915527344
10868,157.20001220703125,218.40000915527344
11142,103.20000457763672,196.8000030517578
11003,159.60000610351562,193.20001220703125
11254,82.80000305175781,223.20001220703125
10509,204.00001525878906,278.4000244140625
11247,141.60000610351562,225.60000610351562
9743,94.80000305175781,165.60000610351562
10751,138.0,178.8000030517578
9854,136.8000030517578,229.20001220703125
10255,79.20000457763672,230.40000915527344
10743,205.20001220703125,206.40000915527344
9862,138.0,234.00001525878906
9354,194.40000915527344,190.8000030517578
9376,130.8000030517578,236.40000915527344
11370,158.40000915527344,188.40000915527344
10652,130.8000030517578,258.0
11116,134.40000915527344,181.20001220703125
11135,211.20001220703125,208.8000030517578
10251,126.00000762939453,249.60000610351562
11132,128.40000915527344,249.60000610351562
11371,513.6000366210938,426.0000305175781
11372,153.60000610351562,208.8000030517578
10873,129.60000610351562,253.20001220703125
11256,208.8000030517578,196.8000030517578
11373,112.80000305175781,214.8000030517578
11374,158.40000915527344,202.8000030517578
11375,153.60000610351562,236.40000915527344
8555,147.60000610351562,234.00001525878906
11376,138.0,204.00001525878906
11377,128.40000915527344,205.20001220703125
11251,163.20001220703125,222.00001525878906
11255,145.20001220703125,212.40000915527344
10519,189.60000610351562,198.00001525878906
11378,121.20000457763672,253.20001220703125
9865,160.8000030517578,231.60000610351562
