uid,x,y
10469,334.0,443.0
10337,235.0,92.0
10470,235.0,95.0
10338,248.0,96.0
9727,231.0,90.0
8626,116.0,125.0
10200,124.0,138.0
9537,128.0,155.0
9210,192.0,433.0
9206,136.0,165.0
10344,136.0,168.0
9953,136.0,171.0
10078,133.0,173.0
10471,124.0,175.0
10201,190.0,433.0
8630,292.0,187.0
9686,195.0,394.0
10341,282.0,193.0
9809,135.0,394.0
10472,167.0,393.0
9810,170.0,392.0
9450,166.0,391.0
8871,138.0,390.0
10345,180.0,201.0
10343,56.0,376.0
9813,208.0,326.0
9441,224.0,203.0
10473,185.0,204.0
9443,182.0,205.0
10474,207.0,324.0
10206,259.0,310.0
9326,89.0,301.0
10207,252.0,300.0
10208,247.0,291.0
9958,231.0,284.0
9691,71.0,272.0
7690,111.0,212.0
9692,160.0,271.0
10209,160.0,269.0
8007,152.0,269.0
10475,174.0,214.0
10210,132.0,265.0
10476,86.0,264.0
10085,111.0,216.0
8531,159.0,261.0
10342,98.0,258.0
10477,195.0,221.0
9217,110.0,218.0
10356,139.0,219.0
10257,142.0,208.0
9836,172.0,220.0
8744,145.0,208.0
9447,176.0,209.0
10353,91.0,301.0
10087,192.0,223.0
10478,202.0,223.0
10479,127.0,160.0
9110,241.0,206.0
10480,141.0,224.0
10481,141.0,313.0
10482,163.0,186.0
10483,185.0,226.0
8517,156.0,213.0
10231,231.0,213.0
10101,190.0,228.0
10484,159.0,266.0
10079,589.0,432.0
10485,547.0,430.0
10226,181.0,231.0
9731,113.0,233.0
10093,169.0,233.0
10233,550.0,427.0
10486,162.0,189.0
10351,104.0,236.0
10096,164.0,236.0
8759,110.0,239.0
10487,153.0,266.0
10488,158.0,264.0
10350,140.0,240.0
10489,181.0,240.0
5299,166.0,241.0
8143,175.0,241.0
10357,321.0,354.0
10348,159.0,244.0
10490,237.0,215.0
10491,259.0,248.0
9963,184.0,196.0
10492,219.0,196.0
10352,185.0,200.0
7197,154.0,257.0
10493,157.0,257.0
10494,180.0,216.0
10229,149.0,260.0
10224,226.0,200.0
9838,233.0,275.0
10100,162.0,225.0
10219,143.0,221.0
10495,185.0,242.0
9837,220.0,279.0
10496,234.0,202.0
10362,357.0,214.0
10497,123.0,217.0
10360,193.0,227.0
7910,141.0,230.0
10354,130.0,228.0
9826,188.0,239.0
10498,138.0,224.0
10358,139.0,259.0
10359,141.0,217.0
10499,189.60000610351562,433.20001220703125
5429,235.20001220703125,91.20000457763672
10369,247.20001220703125,96.0
9843,116.4000015258789,124.80000305175781
10236,123.60000610351562,138.0
10370,130.8000030517578,150.0
6506,128.40000915527344,156.0
9600,134.40000915527344,163.20001220703125
10116,133.20001220703125,172.8000030517578
9808,168.0,394.8000183105469
10500,194.40000915527344,393.6000061035156
9845,291.6000061035156,188.40000915527344
10501,282.0,193.20001220703125
9973,134.40000915527344,393.6000061035156
10502,170.40000915527344,392.4000244140625
7535,272.4000244140625,198.00001525878906
10503,166.8000030517578,392.4000244140625
10379,138.0,390.0000305175781
10504,140.40000915527344,388.8000183105469
10237,56.400001525878906,375.6000061035156
10505,207.60000610351562,326.4000244140625
7797,223.20001220703125,202.8000030517578
7689,182.40000915527344,205.20001220703125
10246,206.40000915527344,324.0
10381,259.20001220703125,309.6000061035156
8035,88.80000305175781,301.20001220703125
10384,252.00001525878906,300.0
9976,247.20001220703125,290.4000244140625
9977,72.0,271.20001220703125
9487,151.20001220703125,268.8000183105469
10506,260.4000244140625,240.00001525878906
2506,109.20000457763672,218.40000915527344
7560,172.8000030517578,213.60000610351562
8776,110.4000015258789,214.8000030517578
8174,236.40000915527344,214.8000030517578
10374,589.2000122070312,432.0000305175781
10507,549.6000366210938,427.20001220703125
10403,180.0,216.00001525878906
9481,230.40000915527344,212.40000915527344
9743,122.4000015258789,175.20001220703125
9986,178.8000030517578,201.60000610351562
7003,172.8000030517578,202.8000030517578
10125,194.40000915527344,220.8000030517578
10508,204.00001525878906,322.8000183105469
4503,136.8000030517578,314.4000244140625
