uid,x,y
8759,96.0,235.0
10702,320.0,442.0
10337,225.0,89.0
10338,238.0,93.0
10834,572.0,432.0
10835,242.0,95.0
10836,103.0,119.0
10200,112.0,134.0
10589,118.0,145.0
9537,116.0,151.0
9210,177.0,431.0
9206,122.0,160.0
10710,124.0,161.0
10344,123.0,164.0
9953,123.0,166.0
10078,120.0,169.0
10759,111.0,171.0
10837,153.0,392.0
8630,281.0,186.0
10591,119.0,392.0
9810,155.0,390.0
10838,271.0,192.0
10704,152.0,390.0
10593,262.0,196.0
10352,173.0,197.0
10345,167.0,198.0
8871,123.0,387.0
10839,160.0,199.0
10840,125.0,386.0
9441,212.0,200.0
10343,40.0,372.0
9443,171.0,202.0
9813,194.0,324.0
10841,193.0,322.0
10594,122.0,312.0
10206,247.0,308.0
9447,164.0,206.0
10842,71.0,299.0
7690,98.0,207.0
10748,240.0,298.0
9326,74.0,298.0
10208,235.0,289.0
10085,98.0,211.0
10509,218.0,282.0
9692,147.0,268.0
10709,96.0,214.0
9977,56.0,268.0
10843,147.0,266.0
10844,139.0,266.0
10210,121.0,262.0
10845,183.0,218.0
10708,118.0,261.0
10476,71.0,260.0
8531,145.0,257.0
10342,84.0,254.0
10846,143.0,253.0
10483,172.0,222.0
10847,247.0,246.0
10348,146.0,241.0
10848,250.0,239.0
10849,220.0,87.0
10093,157.0,229.0
10481,127.0,310.0
10714,152.0,183.0
10850,533.0,427.0
10716,152.0,232.0
10490,225.0,213.0
10851,145.0,261.0
10087,180.0,220.0
10852,172.0,224.0
8143,162.0,238.0
5299,153.0,238.0
10224,215.0,198.0
10492,207.0,193.0
10853,308.0,352.0
9110,229.0,203.0
9963,172.0,192.0
8744,132.0,205.0
10618,224.0,205.0
7197,141.0,254.0
8517,144.0,209.0
10854,114.0,155.0
10855,133.0,257.0
10231,219.0,210.0
10856,190.0,220.0
10731,76.0,297.0
10604,129.0,234.0
9836,160.0,216.0
10857,176.0,219.0
10858,169.0,228.0
10622,172.0,218.0
10859,139.0,262.0
7910,128.0,227.0
10356,126.0,215.0
10489,169.0,236.0
10229,136.0,257.0
10728,207.0,276.0
10737,131.0,260.0
10729,225.0,280.0
10723,128.0,213.0
9838,220.0,272.0
10860,222.0,200.0
10726,204.0,202.0
10611,230.0,244.0
10727,181.0,224.0
10861,125.0,256.0
10722,190.0,249.0
10735,144.0,235.0
10736,147.0,222.0
10862,180.0,231.60000610351562
10469,319.20001220703125,441.6000061035156
10863,225.60000610351562,88.80000305175781
10369,237.60000610351562,93.60000610351562
10614,241.20001220703125,94.80000305175781
9843,104.4000015258789,120.00000762939453
10236,111.60000610351562,133.20001220703125
10738,117.60000610351562,145.20001220703125
6506,116.4000015258789,151.20001220703125
10374,571.2000122070312,432.0000305175781
9600,123.60000610351562,160.8000030517578
10615,122.4000015258789,166.8000030517578
10864,120.00000762939453,169.20001220703125
9743,110.4000015258789,170.40000915527344
10751,151.20001220703125,182.40000915527344
10616,148.8000030517578,184.8000030517578
9845,280.8000183105469,186.0
10372,171.60000610351562,192.0
10739,270.0,192.0
9354,207.60000610351562,193.20001220703125
10632,184.8000030517578,196.8000030517578
7535,261.6000061035156,196.8000030517578
9986,166.8000030517578,198.00001525878906
7003,160.8000030517578,199.20001220703125
7797,212.40000915527344,200.40000915527344
10629,222.00001525878906,200.40000915527344
7689,170.40000915527344,201.60000610351562
10519,204.00001525878906,201.60000610351562
10865,228.00001525878906,202.8000030517578
10756,144.0,208.8000030517578
10755,256.8000183105469,208.8000030517578
10596,160.8000030517578,210.00001525878906
