uid,x0,y0,x1,y1
1,3.807361,0.806735,71.358955,55.300621
2,481.240601,259.474792,291.279968,261.012421
3,585.807007,136.851120,638.882263,137.708801
4,255.505493,324.216187,210.675659,325.032379
5,461.971191,135.842850,462.473816,241.665009
6,480.946289,118.346474,481.296753,259.054199
7,568.969543,120.555054,638.604187,121.993629
8,537.651184,345.600189,608.390564,377.885101
9,399.806244,350.303497,427.832611,380.232727
10,539.015442,320.398865,538.072449,345.893799
11,426.813599,379.150330,427.431396,410.457306
12,308.212708,136.065475,308.771027,242.800003
13,578.517700,318.708740,539.174927,321.086670
14,290.599823,118.205765,291.059753,260.268860
15,470.752319,125.475227,471.575562,251.863693
16,255.339798,325.330383,237.090546,351.610321
17,568.389038,121.943161,569.674377,292.376343
18,603.309998,407.409790,244.146637,414.433929
19,291.603302,116.952576,480.014954,118.104080
20,603.732971,377.364166,242.505768,382.356934
21,470.364532,249.935760,301.358398,251.573410
22,537.929749,345.693787,434.495483,347.359436
23,263.113770,455.776672,263.057983,479.343140
24,570.453369,292.843536,426.106934,294.143860
25,462.261536,241.027191,309.747955,243.261200
26,210.935760,324.569672,185.446075,348.391296
27,71.573578,55.693661,71.259514,173.716980
28,585.201050,138.042786,587.975159,320.789337
29,578.367859,318.516876,639.050903,335.912933
30,211.938034,295.446838,211.650864,324.520325
31,639.049805,448.995636,184.097000,454.647583
32,182.502365,414.979401,74.489914,416.299469
33,540.834778,319.469452,611.291626,345.759399
34,255.870544,324.390991,256.788879,351.730011
35,639.655396,345.106506,612.486755,346.797272
36,73.920807,417.430969,21.080521,457.394196
37,237.400528,351.406372,185.466400,352.286774
38,207.253052,457.020508,207.191940,479.312561
39,236.839630,352.073303,237.492142,384.868652
40,257.169006,350.747925,241.285217,385.773773
41,309.460510,135.313080,461.594086,136.670441
42,298.410370,349.725983,258.257355,350.560669
43,586.467041,447.862061,587.813232,477.067169
44,73.776443,416.861206,2.194710,472.607025
45,241.559052,383.202637,243.800339,454.511505
46,301.502869,127.534378,469.504425,128.454163
47,184.972778,350.639893,183.220230,456.140503
48,70.586411,55.069740,640.000000,59.942791
49,572.566223,292.352509,579.136292,318.572937
50,71.013458,221.936279,73.409515,417.357300
51,571.025513,291.391815,214.188461,297.690857
52,72.435852,393.839203,1.809082,442.881134
53,304.198944,294.189148,213.401550,296.090057
54,182.979187,392.504395,73.915222,394.047058
55,71.465187,53.385529,72.311539,416.148041
56,635.812134,446.051575,636.209839,480.000000
57,605.496521,377.558868,607.556885,445.804901
58,242.715515,384.145416,243.131500,413.842773
59,536.882996,346.822174,257.569946,352.920349
60,606.454407,376.704224,606.280090,406.842285
61,300.482178,127.999023,301.009064,250.648727
62,97.099571,222.543915,96.108246,441.071106
63,257.026031,456.147614,256.806305,479.408539
64,606.380615,407.018158,607.449890,446.204407
65,583.067017,319.801666,639.204590,335.604340
66,606.589355,376.712006,429.650574,379.084778
67,183.138046,414.982513,183.364990,456.669281
68,236.753708,352.585754,185.773331,353.412537
69,538.925659,345.931885,373.161011,348.636292
70,568.452515,290.770416,427.612000,292.285736
71,255.345520,323.413239,257.496735,350.605499
